company name,contact number,area,product category 1,product category 2,product category 3,company description
CGK Steels Private Limited,tel:+91 40 32960834,Hyderabad - India,Tyres and inner tubes,Rubber products,Tyre tread grindings...,"Import & Export Trading of CR Strips, Balance Slit, GP Sheet, MS Wire Rod 8MM & MS Scrap From And Other Iron Related Products From Western Countries."
Base Polymers,,Hyderabad - India,"Health, medical and pharmaceutical","Plastic products for surgical, orthopaedic and dental use","Orthopaedic supports, plastic...","Importers and Suppliers of Acetabular Cup, Orthopaedic Plastics."
Nulli Secondus,tel:+91 40 23401032,Hyderabad - India,Raw materials for pharmaceuticals,Chemical base materials,"Basic chemical products for cosmetics, perfumes, detergents and soaps...",Importers and Suppliers of Pharmaceuticals.
Shehnaz Traders & Exporters Private Limited,tel:+91 40 27711281,Secunderabad - India,"Ores, heavy metal",Ores and minerals,Copper ores and minerals...,"Manufacturers, Exporters, Importers and Suppliers of Alloy Steels Products Range: Brass, Hast Alloy, Copper, Gunmetal, Phosphor Bronze, Aluminium, Inconal, Monal, Corten, Mould Steel, Tin Sheet, Structural Steels, Bright Bars, Heavy Forge Rounds, Plates and Squares...."
Global Impex Trading Company,tel:+91 40 23343711,Hyderabad - India,Hygiene and cleaning,Bath and shower products,Bath salts and bath cubes...,"Importers of Table Glass Ware, Perfumes, Gifts and Novelties. Authorized Distributors for Asian Plastoware Pvt Ltd Dealing in Thermoware & Plastic Products. Authorized Distributors foe Kavi Raj Innc Dealing in Non Stick Cook Ware Products. Authorized Distributors for Sri Surya Steels Dealing in..."
Hansa Pictures,"tel:+91 40 27531662, 27535578",Hyderabad - India,Microfilm equipment,"Optical, photographic and cinematographic equipment","Leisure, culture and entertainment...","Distributors of Multimedia, LCD Projectors, Overhead Projectors, Direct Projectors, Screens, Projection Lamps Studio / Video Lights Blank Audio / Video, Umatic Tapes, Blank CD's / Floppy Office, Stationery Automation Items."
Indo Systems International,tel:+91 40 66660871,Hyderabad - India,"Health, medical and pharmaceutical",Equipment and instruments for medical laboratories,Freeze drying equipment for medical research laboratories...,"Indenting agent for laboratory and Scientific Equipments. Principal- LABCONCD, Furne hoods, Freeze Dry Systems Lyophilizers,Vaccum Tray Driers For Bulk, Vials & Ampowers- Lyophilizers, Nitrogen Evaporation Systems Evaporators."
"1977, 1977",tel:+91 040 6301471308,Hyderabad - India,Rock drilling machinery and equipment,"Rock drill extension equipment, underground mining",,MANUFACTURING OF DTH HAMMER BIT
Ginni Filaments Limited,tel:+91 120 4058400,Noida - India,Textiles,"Fabrics, knitted","Fabrics, non-woven...","Ginni Filaments Limited is a leading manufacturer of cotton yarn, non-woven fabrics, and wipes in India. It was founded in 1982 by the Gupta family in Kosi, Uttar Pradesh. The company has a spinning capacity of 262,08 spindles and a weaving capacity of 10,000 looms. Ginni Filaments produces a wide r..."
"Havells India Limited (Electrical and Electronics Manufacturing Company in Noida, Uttar Pradesh)",tel:+91 120 4771000,Noida - India,Hygiene and cleaning,"Electric appliances, domestic, hygiene and cleaning","Hardware, ironmongery, cutlery and tools...","Havells India Limited is a leading manufacturer and exporter of electrical and lighting products in India. Founded in 1958 by HB Kalyani, the company is headquartered in Pune, Maharashtra. It has a wide range of products, including fans, lights, switches, sockets, wires, cables, and home appliances...."
Logelite Private Limited,tel:+91 8874788206,"Mahanagar, lucknow - India",Marketing and merchandising consultants,Marketing and merchandising services,Direct marketing services...,"Logelite Private Limited, the most trusted website development company in India, helps start-ups, scale-ups, and enterprises to grow with tremendous and functional websites. At Logelite, our mission is to enable people to take part in the technological revolution. We aim to provide the best digital..."
Mobrilz,tel:+91 8010355718,Noida - India,Enterprise application software (EAS),"Software, customer relationship management (CRM)","Software, database and information management...","Mobrilz is one of the leading companies situated in Noida, India with experienced professionals in all web and mobile app technologies. We offer our clients a wide range of remote development solutions and services. The Mobrilz team prides itself on offering the highest competence in mobile applicat..."
"JRS Iron And Steel Pvt. Ltd.  , JRS Iron And Steel Pvt. Ltd.   (JRS Iron And Steel Pvt. Ltd.  )",tel:+91 91 9643470943,Ghaziabad - India,Basic metal products,Sintered metal products,"Stainless steel products, sintered...","JRS Iron And Steel Pvt. Ltd. is a company based in India that operates in the iron and steel industry. They specialize in the wholesale distribution of seamless pipes, which are used in various sectors such as construction, oil and gas, automotive, and more. JRS Iron And Steel Pvt. Ltd. sources thei..."
"Mcam Surlon India Limited (Plastic Fabrication Company in Ghaziabad, Uttar Pradesh)",tel:+91 120 4755555,Ghaziabad - India,"Bars and rods, plastic","Bars, aromatic polymer","Bars, ethylene-chlorotrifluoroethylene (ECTFE)...","Mcam Surlon India Limited was founded in 1963 by Mr. B.M. Labroo and is headquartered in New Delhi, India. The company specializes in the manufacturing and sale of industrial laminates, composites, and insulation materials, primarily used in the power and energy sectors.Mcam Surlon's top products in..."
"Luxor International Private Limited (Stationery Company in Noida, Uttar Pradesh)",tel:+91 120 3047000,Noida - India,Stationery articles,Notebooks and writing pads,Exercise books...,"Luxor International Private Limited is a leading stationery brand in India. It was founded in 1963 by Mr. D.K. Jain and is headquartered in Mumbai, Maharashtra. The company started its operations with the manufacturing of fountain pens and has since expanded its product line to include a wide range..."
"Triveni Engineering & Industries Limited (Sugar Manufacturing Company in Noida, Uttar Pradesh)",tel:+91 120 4308000,Noida - India,Sugar,Food,"Sugar, raw, for refining...","Triveni Engineering & Industries Limited is an Indian company founded in 1932 by Gyan Chand Dhawan. The company is headquartered in Noida, Uttar Pradesh.Triveni Engineering & Industries Limited is primarily engaged in the manufacturing and sale of sugar, engineering, and water treatment prod..."
Murarka Brothers,tel:+91 535 2205210,Rae bareli - India,Electrical equipment. Nuclear equipment,Transformers and auto-transformers,"Accumulators, batteries and secondary cells...","Trading of Electrical, Electronic Items having Industrial use. Associated Companies: S & S Enterprises"
Ajanta Embroidery & Prints,tel:+91 09839524697,Farrukhabad - India,"Leathers, furs and their products","Travel goods, handbags and similar articles, leather","Travel goods, leather...",Manufacturer and supplier of hand embroidered of hand embroidered beaded products for fashion and home textiles.
Perfect Tutor,tel:+91 8083528083,Noida - India,Home and personal services agencies,Home tutoring services,General education schools,"Perfect Tutor has the largest network of trained and screened home tutors across India. We provide a simple and sorted way for students and parents looking for home tutors, and online tutors near their location. We also provide teaching and tutoring jobs to tutors and teachers looking for part-time..."
Nicotra India Private Limited,tel:+91 120 4783400,Greater noida - India,Air compressor sets,Engines and mechanical parts,"Air compressor sets, portable...",Manufacturers and Importers of Industrial Air Blowers. Nicotra India Pvt Ltd is a 50-50 Joint Venture between M/s Nicotra Gebhardt S.p.a and M/s Caryaire Equipments India. The company offers a wide range of light and medium duty centrifugal and axial flow fans for commercial and industrial applicati...
"DigiSkolae- Digital Marketing Institute In Lucknow, DigiSkolae (DigiSkolae- Digital Marketing Institute In Lucknow)",tel:+91 09519000321,Lucknow - India,Training and education consultants,"Training courses, management and human resources",Training courses for training personnel...,Your search for the best Digital Marketing Institute in Lucknow ends here. Join our Digital Marketing Course in Lucknow. Work on Live Projects and 100% Placement.
Redcliffe Labs,tel:+91 898 898 8787,Noida - India,Marketing and merchandising services,Marketing services for the retail trade,,"Provides website development, social media marketing, search engine optimization, branding and advertising, graphic design, videos, and content writing services."
PH IT Solution Private Limited,tel:+91 8279763252,Meerut - India,Information technology (IT) and Internet,Information technology (IT) engineering,Software testing services...,"Provides website designing, website development, software development and software testing services."
Power Tools & Industrial Corporation,tel:+91 9839086423,Kanpur - India,"Tyres and inner tubes, by vehicle type",Rubber products,Tyres and inner tubes for industrial vehicles...,"Established in 1982 we are a MSME- Micro .NSIC approved company based in Kanpur (U.P).Leading Importer, Trader, Wholesale Distributor and Exporters of Pneumatics, Hydraulics, Air Compressors, Machine Tools & Material handling products : Promivac Pumps, Water Ring Type Vacum Pumps, Turbine Blower..."
D J International,tel:+91 120 4372641,Ghaziabad - India,"Hardware, ironmongery, cutlery and tools","Cables and ropes, metal, by use","Control cables, metal...","Incorporated in 1999, D.J International is one of the leading suppliers of auto components like brake shoes, clutch plates, pistons, cylinders, oil seals, connecting rods, gears etc. some of the critical parts like Pistons , control cables are being made in-house by our sister concerns. We are an es..."
Global Signal Cables India Private Limited,tel:+91 120 4259119,Sahibabad - India,Ferrous metal wires,"Hardware, ironmongery, cutlery and tools","Wire, nickel iron...","Manufacturer, Exporters and Importers of Single and Stranded Wires of Special Alloys like Copper-Cadmium, Copper Chromium Cadmium, Copper Zirconium, Copper Magnesium, Copper Nickels, Copper Tins, Copper Irons, Copper Aluminiums, Brass (Copper-Zinc), Phospor Bronze(Copper Tin)and Tinsel Wire, Braids,..."
Tej Shoe Tech,tel:+91 562 2373060,Agra - India,Clothing and footwear,"Footwear, standard","Footwear, leather","Tej Shoe Tech was established in 1989 and since than has been producing quality leather footwear. We specialize in manufacturing BOYS and GIRLS Shoes / Sandals in genuine leather, we also have experience in making leather footwear for men's. Over the years Tej Shoe Tech's capacity has grown in both..."
Homera Tanning Industries Private Limited,tel:+91 512 2465502,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)","Rawhides and leathers, cattle and horse...","Homera Tanning Industries Pvt. Ltd. was established in 1987, when Mr. Qamar and Mr. Ashraf together with their father Rizwan Ullah, laid the foundation of a company that now employs more than 900 staff. The Homera Tannery has 6 units: 3 manufacturing plants with logistic facilities are in the so- ca..."
"GoingBo Tours Private Limited, goingbo (Anand Shekhar)",tel:+91 9990999561,Gautam buddha nagar - India,"Travel agents, tour operators","Travel agents, medical tourism",,"Provides a variety of tour packages for companies, individuals, and groups. Also provides flight and hotel booking services."
Ved Engineering,tel:+91 120 2580507,Noida - India,"Tanks and vats, plastic",Plastic products,"Storage tanks and cylinders, plastic, for hot water...","Manufcaturer exporter and supplier of filling machinery, dairy machinery, food processing machinary, juice and beverage machinary, pharmaceutical processing equipments, tanks and vessels, paneer plant machinary, plate heat exchangers, hot water generation, ice cream plants, pumps, CIP system...."
"MyDigitalHp IT Solutions Private Limited, MyDigitalHp IT Solutions Private Limited (MyDigitalHp IT Solutions Private Limited)",tel:+91 7007823374,Noida - India,"Software, systems","Software, computer security","Software, coding and programming...","Mydigitalhp is a leading Software and Website Development Company in Noida, Delhi NCR. We have core experts for Software development, Mobile app development, Digital Marketing, Ecommerce development and Website development etc."
Joyti Divya Fabrication Limited,tel:+91 120 2674611,Ghaziabad - India,Basic metal products,"Refined, special and tool steels",Stainless steel...,"Manufacturer, Exporters and Importers of Process Pipes, Oil & Gas Pipes, Surfaces, Heat Exchanger Tubes, Welded Tubes and Pipes, Hygienic Tubes, Coiled Tubing, Box Sections, Spiral Welded Tubes, Sheet & Plates and Metal Spinning's."
National Hydraulics,tel:+91 120 2551305,Noida - India,Hygiene and cleaning,Laundry and launderette machinery and equipment,Laundry flatwork stackers...,"Manufacturers & Importers Of Material Handling Equipments & Construction Equipments, Hand Hydraulic Pallet Truck, Electric Pallet Truck, Weighing System, Hydraulic Stacker, High Scissor Lift Table, Hand Truck, Drum Handling Equipment, Forklift, Hoist, Lifting Clamps, Jib Cranes, Rigging, Sli..."
M R Packaging,tel:+91 9891993048,Gautam budh nagar - India,Sawn wood,"Timber, wooden products, machinery and equipment for the woodworking industry","Planks, tongued and grooved, wooden...","Manufacturer and supplier of wooden pallets, plywood crate boxes, plywood heavy packaging boxes, pinewood boxes, plastic pallets, plastic buckets, compressed wood logs, industrial heavy machinery packaging boxes, wooden box, wooden planks and wooden crates...."
Matsui Technologies India Limited,tel:+91 120 64027729,Greater noida - India,"Household articles, plastic",Plastic products,"Dehumidifiers, portable, plastic, domestic...","Matsui Technologies India Limited is Manufacturer, Supplier, Exporter & Importer of Plastics Processing Equipment, Loader, Dryers, Dehumidifiers, Blenders, Granulators, Mold Temperature Controllers, Chillers, and Centralized Conveying Systems. Associated Companies: Matsui Japan & Matsui Grou..."
Elcomponics Sales Private Limited,tel:+91 120 2490828,Noida - India,Wires and cables for telecommunications and electronics,Electronic equipment. Telecommunications equipment,Cables for television receivers...,"Manufacturer & Importers of Harness Cables and Other Electronics, Television Components and Wires, Connector Assemblies, Battery Cables, Automatic Voltage Regulators, Power Conversion. Associated Companies: Elcomponics Technologies India Pvt. Ltd. Romarsh Elcomponics Technologies Pvt. Ltd., Plot..."
Aalee India Exports Private Limited,tel:+91 512 2076442,Kanpur - India,"Leathers, furs and their products","Fancy goods, leather","Purses and wallets (notecases), leather...","Manufacturer, Exporters & Importers of Leather Products such as Saddlery & Hunting Products, Pet Accessories and Leather Bags, Leather Bags and Wallets, Snaffle Bridle, English and Western Tack , Formal and Casual Leather Belts."
KIE Engineering Private Limited,tel:+91 562 2281695,Agra - India,Rubber products,"Technical parts, rubber","Springs, rubber...","Manufacturer and Exporters of Brass, Aluminium Builder Hardware, Forgings, Engine Parts, Rubber Components, Valve & Valve parts, Air Compressor Parts, Liners, Brake drums & sleeve etc, Light machinery parts, Aluminium Pistons and Piston Pins, Automobile Parts and also Importers of Springs an..."
Superhouse Limited,tel:+91 512 2304122,Kanpur - India,"Leathers, furs and their products","Fancy goods, leather","Purses and wallets (notecases), leather...","Manufacturer, supplier, importer and exporter of leather and leather goods, footwear, shoe accessories, readymade garments, riding products and pet products like finished leather, safety footwear, footwear, textile / garments and leather accessories. Group: Superhouse Group Subsidiaries: Briggs Indu..."
Bhagwan Singh Tandon,tel:+91 120 4311220,Noida - India,Means of transport,Wheels and castors for vehicles,"Castors, shock absorbing...","Bhagwan Singh Tandon Is Manufacturer, Importer & Exporter of Castors with Brakers, Directional Cocks Forged Castors, Twin Wheel Castors. Associated Companies: Muvtons Castors Private Limited"
Quality Needles Private Limited,tel:+91 120 2581321,Noida - India,"Health, medical and pharmaceutical",Medical equipment and instruments,"Needles, serum...","Manufacturer, Exporter and Importer of all Kinds of Needles, Surgical Needles."
Manlift India Private Limited,tel:+91 120 4556342,Greater noida - India,Metal constructions for the building industry,"Scaffolding and ladders, metal","Access towers and equipment, metal...","Importer, exporter and provides rental services for construction machine, spider lifts and specialist lifts rental services, scissor lifts rental services, vertical lift rental services, boom lifts rental services, maintenance services along with oem spare parts for manlifts, safety training for man..."
M. S. International,tel:+91 512 245785,Kanpur - India,Organic products,"Herbs, spices, condiments and sauces, organic","Spices and herbs, processed, organic...","Manufacturer, supplier and exporter of tobacco products, essential oil, sesame seeds, leather products, tobacco leafs, herbal smoking mixture, mouth freshener, kiwam."
Benara Udyog Limited,tel:+91 562 2275347,Agra - India,Bearings for the motor vehicle industry,"Bearings and pillow blocks, mechanical",Engines and mechanical parts...,"Manufacturer, supplier, importer and exporter of bearings like connercted road bearings, air compressor bearings and disk break pad, bushes, BI-metallic strips."
Tanya Enterprises,tel:+91 121 6554033,Meerut - India,"Coatings and coverings, plastic, industrial use",Plastic products,"Coatings, polytetrafluoroethylene (PTFE) based, for metals...","Manufacturer, importer and exporter of PT FE ( Teflon ) cables, PT FE insulated wires, teflon wires, teflon sleeves, PT FE insulated sleeves, ETD cables, heating cables, teflon insulated and fiber glass braided wires, fiberglass insulated cables and braided cords...."
SRK Powertech Private Limited,tel:+91 120 4152263,Noida - India,,,,"Manufacturer, supplier and importer of bluetooth speakers (bluetooth stereo speaker, pebble storm plus bluetooth speaker, pebble basswoods 16w bluetooth speaker, pebble dome 5w bluetooth speaker), usb cables (pbcm10 micro usb cable, 3.2 feet micro usb cable, pncl10 lightning usb cable, 3m micro usb..."
Karcher Cleaning Systems Private Limited,tel:+91 120 7111800,Noida - India,Hygiene and cleaning,Sweepers and floor scrubber driers,"Vacuum sweepers, electric, commercial...","Manufacturer and supplier of all kind of cleaning equipments. It includes high pressurecleaners, vacuums, carpet cleaners, sweepers and vacuum sweepers, floor scrubbers, scrubber dryers, water reclamation, steam cleaners and stean vacuum cleaners, dry ice cleaning, tank cleaning systems, push sweepe..."
Saksham International,tel:+91 562 5270900,Agra - India,"Leathers, furs and their products","Skins, hides and leathers, processed","Waste, leather and hide",Importor of leather scraps and leather stocklots.
J. K. Overseas Corporation,tel:+91 512 2241959,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, by use",Leather for saddlery...,"Manufacturers, Suppliers and Exporters of Western Saddles, English Saddles, Stock Saddles, Horse Winter Rugs, Horse Summer Rugs, Horse Cooler Rugs, Mesh Fly Rugs, Nylon Haulters, Horse Boot, Saddle Pads, Nylon Haynet, Horse Canvas Rugs, Horse Show Rugs, Bridles and Headstalls, Horse Leather Accessor..."
Textiles & Handicrafts Creations,,Varanasi - India,Textiles,"Fabrics, man-made fibres, by use","Fabrics, man-made fibre, for table linen...","Textiles & Handicrafts Creations Is Manufacturer, Supplier & Exporter Of All Kind Of Hi-fashions Silks, Cottons, Rayon Printed, Embroidered Sarees, Fabrics, Brocade Fabrics, Jacquard Fabrics, Metallic Jacquard Fabrics, Pleated Fabrics, Lamin Fabrics, Made-ups, Viz Cushion Covers, Shawls, Sto..."
Rockwin Flowmeter India Private Limited,tel:+91 120 4538230,Ghaziabad - India,Flow meters,Measuring and testing equipment,"Flow meters, gear wheel...","Rockwin Flowmeter India Private Limited Is Manufacturer & Supplier of Inline Turbine Flowmeters, Custody Transfer Turbine Flowmeters, Insertion Turbine Flowmeters, Hygienic Turbine Flowmeters, Hydraulic Turbine Flowmeters, Fuel Gas Turbine Flowmeters, Flowmeters Accessories and Miniature Rotary..."
Galaxy Exports,tel:+91 591 2358070,Moradabad - India,"Precious stoneworking, watchmaking and jewellery",Gold plated and silver plated ware,Silver-gilt ware...,"Supplier, Trader & Exporter of Silver & Plastic Spoons, Hubble Bubble, Silver Plated Tray, Silver Mug."
Shree Prayag Air Controls Private Limited,tel:+91 120 4733333,Noida - India,"Valves, cocks, taps and fittings, plastic",Plastic products,"Metal pipework, valves and containers...","Shree Prayag Air Controls Private Limited Is Manufacturer & Supplier Of Electrical Screwdrivers, Pneumatic Tools, Cylinder, Solenoid Valves & Airgun, Pneumatic Controls, Cylinders, Solenoid & Pilot Valves, Manual, Mechanical & Automatic Valves, Air Treatment Units, FRL Equipment, Qui..."
Camozzi India Private Limited,tel:+91 120 4055252,Noida - India,"Valves, cocks, taps and fittings, plastic",Plastic products,"Valves, plastic...","Camozzi India Private Limited Is Manufacturer, Supplier, Importer & Exporter Of Actuators, Pneumatic & Electric Actuators & Drives, Air Treatment Units, Tubes, Fittings & Accessories, Solenoid Valves, Pneumatic Valves, Mechanical Valves, Manual Valves, Automatic Valves & F.R.L. G..."
Baba Global Limited,tel:+91 120 4624700,Noida - India,Agriculture and forestry,Cereals and pseudo cereals,Rice...,"Manufacturers, Importers And Exporters Of Zafrani Zarda, Pan Masala, Mouth Freshener, Spices, Instant Tea, And Natural Spring Water, Rose Water Exotic Snacks, Brassware, Builders Hardware, Kitchenware, Steelware, Hand Tools, Garden Tools And Rubber Filament. Associated Companies: Dharampal Premchand..."
G.K. Winding Wires Limited,tel:+91 120 2560201,Noida - India,"Electric wires, non-insulated",Electrical equipment. Nuclear equipment,"Wires, winding, electric motor...","Manufacturers, Exporters & Importers of Enamelled Aluminium And Copper Winding Wires."
Vikas Machine Tools,tel:+91 120 2781943,Ghaziabad - India,Grinding wheels and abrasive stones,"Glass, cement and ceramics",Grindstones...,"Traders & Importers of Machine Tools such as Conventional Machines, CNC Machines etc."
Malwa Leather Components Private Limited,tel:+91 120 4284968,Noida - India,"Chisels, taps, dies, threaders, manual reamers, drills and similar tools","Hardware, ironmongery, cutlery and tools","Knives, kitchen and food industry...","Manufacturers, Exporters & Importers of Dies for Shoes Industries."
Bahubali Industries,tel:+91 120 2700191,Ghaziabad - India,Machinery and equipment for metalworking,Special purpose precision engineering machine tools,"Boring machines, precision, for metals...","Dealers and Importers of used Machines such as CNC Machines, Gear Machines, Grinding Machines, Milling Machines, Boring Machines, Testing Machines etc."
Mactrol Automation Solutions Private Limited,tel:+91 120 2759468,Ghaziabad - India,Hydraulic valves,Engines and mechanical parts,Hydraulic cylinders...,"Manufacturer and Importers of all Kinds of Solutions for Industrial Automation, Variable Frequency Drive, Position Indicator and Speed Control devices. Associated Companies: Mactrol Motion Control Pvt Ltd"
Rachna Metal Industries Private Limited,tel:+91 120 4758400,Ghaziabad - India,"Sections, steel and rolled steel",Basic metal products,"Sections, rolled, copper bearing steel...","Rachna Metal Industries Private Limited Is Manufacturer, Supplier, Exporter & Importer Of Copper Cold Rolled Sheets, Brass Cold Rolled Sheets, Copper Hot Rolled Sheets, Brass Hot Rolled Sheets, Copper Circles, Copper Flange / Ring, Copper Strips / Flats / Busbar, Tin Plated Busbar & Copper R..."
Shanti Chemicals,tel:+91 5921 251446,Sambhal - India,Alcohols and epoxides,Menthol,Chemical base materials...,"Shanti Chemicals Is Manufacturer, Supplier & Importer Of Natural Mentha Oil, Menthol Bold Crystal, Menthol Powder, Dementholised Oil, Dementholised Peppermint Oil, Liquid Menthol, Essential Oil."
Khanna Polyrib Private Limited,tel:+91 512 3932800,Kanpur - India,"Bars and rods, plastic",Plastic products,"Bars, polyamide/nylon...","Khanna Polyrib Private Limited Is Manufacturer, Supplier & Exporter of Polyrib Polypropylene Sheet & Rods, Abs Sheets, Hips Sheet, Kaylon, Plascon Uhmw. Associated Companies: KBK Plascon Private Limited KBK Polymers Private Limited"
Advance Moulders Private Limited,tel:+91 120 4223993,Noida - India,Injection moulding machinery and equipment for plastics,Rubber and plastic industry plant and equipment,"Injection moulding machines, plunger, for plastics...","Advance Moulders Private Limited Is Manufacturer, Supplier & Importer Of Imported Used Plastic Injection Moulding Machines, Used Tool Room Machines, New Hopper Dryer & Grinders, New Moulds, Servo, PLC Controller & Linear Scale & Mould Temperature Controller. Associated Companies: Adv..."
North Street Cooling Towers Private Limited,tel:+91 120 2788571,Ghaziabad - India,"Control valves, metal","Metal pipework, valves and containers","Valves, metal, flow control...","North Street Cooling Towers Private Limied Is Manufacturer, Supplier, Exporter & Importer Of Cross Flow Colling Towers, Counter Flow Cooling Towers, Carbon Fiber Composite Drive Shafts, Spares. Associated Companies: Carbon Light"
Axess Ultrasonics Private Limited,tel:+91 120 4217390,Ghaziabad - India,Machinery and equipment for metalworking,Electronic welding machinery and equipment for metals,"Welding machines, ultrasonic, for metals...","Axess Ultrasonics Private Limited Is Manufacturer, Supplier & Importer Of Ultrasonic Plastic Welder, Integrated Ultrasonic Plastic Welding Machine, Ultrasonic Hand Gun, Ultrasonic Tube Sealing Machine, Ultrasonic Continuous Assembly, Spin Welding Machine, Hot-Plate Welding Machine, Hot-Plate Wel..."
Dee Control & Electric Private Limited,tel:+91 512 2242170,Kanpur - India,"Plastic boxes and enclosures, for the electrical and electronics industries",Plastic products,"Distribution boxes, telecommunications, plastic...","Manufacturers and Suppliers of Power Transformers, Control Panels, Distribution Boxes, Storage Systems, Perforated Sheet Mesh, Cable Trays, Panel CabinetsPanel Cabinets, Pressure Die Casting, , Sheet Metal Fabrications, Sheet Metal Components, High Mast Tolers & Its Components and Aerial Bunched..."
Khanna Brothers (Kanpur),tel:+91 512 2369353,Kanpur - India,Plastic products for the building industry,Plastic products,"Gutters and accessories, plastic...",Specialise in import substitution engineering plastic item for diverse industries and tailoring of plastic as per drawing.
Thermodyne Engineering Systems,tel:+91 120 4562332,Ghaziabad - India,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Industrial steam boilers,"Industrial steam boiler installations, complete...","Thermodyne Engineering Systems Is Manufacturers, Exporters & Importers of Industrial Oil Burner and Boilers & Heating Equipments."
Minhaj Anwer Fisheries,,Basti - India,Food,Animal feed,"Fish, dried, animal feed...","Supplier, Distributor, Importer & Exporter Of Fish Feeds, Fish Seeds, Medicine And Equipment."
Neptune India Limited,tel:+91 120 4297900,Noida - India,Electric substations and switch- boxes,Electrical equipment. Nuclear equipment,"Enclosures, flameproof or explosion proof, electric...","Neptune India Limited Is Manufacturer, Supplier, Exporter & Importer Of Power Capacitors, Automatic P.F. Compensation, Energy Management Systems, Power Factor Correction, Harmonic Filtration System, Insulated Plugs and Sockets, LT Power & Control Panels, Capacitors Meters Power Analysers, Ca..."
Toshi Automatic Systems Private Limited,tel:+91 120 4701072,Ghaziabad - India,Metal constructions for the building industry,Prefabricated metal buildings,"Garages, metal...",Toshi Automatic Systems Private Limited Is Importers of Automatic Gears & Barrier (Used in Road & Highway).
Rapid Coat Powder Coating,tel:+91 120 4041671,Sahibabad - India,Paints,"Paints and coatings, plastic based","Paints and coatings, spray application...","Rapid Coat Powder Coating Is A Manufacturer, Supplier, Importer & Exporter Of Thermosetting Range Of Powders For Electrostatic Powder Coating Like Epoxy Polyester Powder Coatings, Pure Epoxy, Pure PolyesterThermoplastic Range Of Powders, Plastic Coating powders For Fluidized Bed & Dip Coatin..."
R N Bajaj Overseas,tel:+91 562 2641331,Agra - India,"Leathers, furs and their products","Skins, hides and leathers, by use","Leather, ovine (sheep), caprine (goat) and deer, for footwear...","R N Bajaj Overseas Is Manufacturers, Supplier, Exporter & Importer of Leather Footwear."
Vacouro Leather India Private Limited,tel:+91 120 2538045,Noida - India,"Leathers, furs and their products",Reconstituted leathers and their products,Reconstituted leather...,"Vacouro Leather India Private Limited Is Distributors, Traders, Exporters & Importers Of Bonded Leathers, Tow Puff Counter, PU Synthetic Lining & Synthetic Longs, Handbags. Associated Companies: M/s M. V. Shoe Care Private Limited Joint Venture Companies: MELVO GmbH..."
Nectar Bioceuticals,tel:+91 120 4261171,Noida - India,Ores and minerals,Asphalt,"Barbiturates, sulphonamides, glycosides, alkaloids and antibiotics...","Nectar Bioceuticals Is Manufacturer, Supplier, Exporter & Importer Of Herbal Extracts, Phytoceutical, Pharmaceutical And Nutraceutical Products. It Includes Andrographis Paniculata, Asphalt, Asparagus Racemosus, Bacopa Monnieri, Banana Leaf Extract, Boswell Serrata, Coleus Forskohlii, Commiphra..."
Agarwal & Associates Impex Private Limited,tel:+91 120 4267736,Noida - India,"Timber, wooden products, machinery and equipment for the woodworking industry",Composite wood panels,"Plywood, veneered...","Agarwal & Associates Impex Private Limited Is Manufacturer, Supplier, Exporter & Importer Of Veneer Doors, Natural Veneers, Pre Fab Doors, HDF Modular Doors, Plywood, Blockboard."
Allied Exims,tel:+91 512 2463018,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, by use",Leather for saddlery...,"Allied Exims Is Manufacturer, Importers & Exporters of Finished Leather & Shoe-Uppersand Saddlery Goods."
Naaz Exports Private Limited,tel:+91 512 2462330,Kanpur - India,Livestock and fish,"Horses, mules and donkeys","Horses, cross-bred and saddle...","Naaz Exports Private Limited Is A Manufacturers, Supplier and Exporters of Finished Leather, Shoe Uppers, Industrial Shoes, Sandals and Equestrian Products. Associated Companies: Jamiq International"
Sunrise Overseas,tel:+91 512 2464158,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)","Rawhides and leathers, cattle and horse...","Sunrise Overseas Is Manufacturer, Supplier, Exporters & Importers Of Finished Leather & Shoe Uppers."
SunStar Precision Forge Limited,tel:+91 120 2350811,Greater noida - India,Internal combustion engine components NES,"Crankshafts, engine",Gears...,"Manufacturer and Exporters of All Kinds of Auto Components, Forge & Machine Parts."
Star International Private Limited,tel:+91 512 2225001,Kanpur - India,"Textile, clothing, leather and shoemaking machinery and equipment",Leather working and saddlery machinery and equipment,"Cutting machines, leather working...","Distributor & Importers of Leather and Apparel Machinery, Footwear Machines and Injection Moulding Machines for Footwear, Footwear Manufacturing Machines, Bags & Leather Goods Manufacturing Machines, Quilting Machines, Seam Sealing Machines, Leather Cutting Machines, Garment Finishing Machin..."
Hartech Plastics Private Limited,tel:+91 120 4352624,Noida - India,Plastics,Plastic products,"Moulding compounds, plastic...","Manufacturer, Supplier, Exporters & Importers Of Precision Plastic Moulds & Components Special In Multi-color Key Tops, Switches, Cable Ties-Clamps CFL Parts."
